PetrieLength, Size
ReflexibleManiplex([ 48, 48 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^22,(r2*r0)^2")#4#192
ReflexibleManiplex([ 12, 12 ], "r0*(r1*r0*r2)^3*r1*r2,(r2*r0)^2,r2*r1*r0*(r1*r2)^2*r0*r1*r2*(r1*r0)^2,((r2*r1)^2*r0*r1)^2*(r0*r1*r2*r1*r0*r1)^2")#4#192
ReflexibleManiplex([ 12, 12 ], "(r2*r0)^2,(r2*(r1*r0)^2*r1)^2,((r2*r1)^2*r0*r1)^2")#8#192
ReflexibleManiplex([ 24, 24 ], "(r1*r2*r1*r0)^3,(r2*r0)^2,(r2*r1*r2*r0*r1*r2*r1)^2")#8#192
ReflexibleManiplex([ 24, 24 ], "(r0*r2*r1*(r2*r1*r0)^2*r2*r1)^2,r1*r0*(r1*r2)^3*(r1*r0)^2")#8#192
ReflexibleManiplex([ 24, 24 ], "r1*r2*(r1*r0)^2*(r1*r2)^3*(r1*r0)^3*r1*r2*(r1*r0)^2,(r2*r0)^2,(r2*r1*r0)^4,(r2*r1)^2*r0*r1*r0*r2*r1*r0*r1*r2*r1*r0")#4#192
ReflexibleManiplex([ 24, 24 ], "r1*r2*r1*r0*(r1*r2)^3*r1*r0*((r1*r2)^3*r1*r0*(r1*r2)^2)^3,(r2*r0)^2,r2*r1*(r0*r1*r2)^2*r1*r0")#4#192
ReflexibleManiplex([ 14, 14 ], "(r0*r1*r2*r1)^2,(r1*r0*r2)^7,(r2*r0)^2")#7#196
ReflexibleManiplex([ 34, 6 ], "(r1*r0)^2*r1*r2*(r0*r1*r2*(r0*r1)^6)^2*r0,(r1*r0*r1*r2)^2")#51#204
ReflexibleManiplex([ 51, 6 ], "(r0*r1)^6*r2*(r0*r1)^10*r0*r2*r1,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#34#204
ReflexibleManiplex([ 6, 34 ], "(r1*r0*r1*r2)^2,(r1*r2)^5*(r0*r1*r2)^2*r0*(r1*r2)^10")#51#204
ReflexibleManiplex([ 6, 51 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^12")#34#204
ReflexibleManiplex([ 51, 34 ], "((r1*r0)^2*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^15")#6#204
ReflexibleManiplex([ 34, 51 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^13,((r1*r2)^3*r0)^2")#6#204
ReflexibleManiplex([ 52, 4 ], "((r1*r0)^3*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#26#208
ReflexibleManiplex([ 4, 52 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^15*r2*r0")#26#208
ReflexibleManiplex([ 52, 26 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^24")#4#208
ReflexibleManiplex([ 26, 52 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#208
ReflexibleManiplex([ 18, 18 ], "(r0*r1)^3*r0*r2*(r1*r0)^2*r1*r2,r1*r0*(r1*r2)^2*(r1*r0)^5*(r1*r2)^10,(r2*r0)^2,((r2*r1)^2*r0)^2")#6#216
ReflexibleManiplex([ 18, 18 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#216
ReflexibleManiplex([ 12, 12 ], "r0*(r1*r2)^3*(r0*r1)^3*r2,(r1*r0*r1*r2)^3")#6#216
ReflexibleManiplex([ 12, 12 ], "(r0*r1*r2*r1)^3,r1*r2*(r0*r1*r2*r0*r1)^2*r2*r0*r1*r2,(r2*r0)^2")#6#216
ReflexibleManiplex([ 27, 27 ], "(r1*r0)^2*(r2*r1)^2*r0*r2,(r2*r0)^2")#4#216
ReflexibleManiplex([ 22, 10 ], "r0*r1*r2*(r0*r1)^7*(r2*r0*r1)^3*r2,(r1*r0*r1*r2)^2")#55#220
ReflexibleManiplex([ 55, 10 ], "(r0*r1)^7*r2*(r0*r1)^3*r0*r2*r1,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#22#220
ReflexibleManiplex([ 10, 22 ], "(r0*r2*r1)^4*(r2*r1)^4*r2*r0*(r1*r2)^2*r1,(r1*r0*r1*r2)^2")#55#220
ReflexibleManiplex([ 10, 55 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^8*r0")#22#220
ReflexibleManiplex([ 55, 22 ], "(r1*r0)^2*((r1*r0)^2*r1*r2)^2*(r1*r0)^3,((r1*r2)^2*r0)^2")#10#220
ReflexibleManiplex([ 22, 55 ], "(r1*r0)^6*(r1*r2)^5,((r1*r0)^2*r2)^2")#10#220
ReflexibleManiplex([ 28, 8 ], "r1*r0*r1*(r0*r1*r2)^2*(r0*r1*r2*(r0*r1)^2)^2*(r0*r1)^4*r0,(r1*r0*r1*r2)^2")#56#224
ReflexibleManiplex([ 56, 8 ], "(r0*r1)^12*r2*r0*r1*r0*r2*r1,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#28#224
ReflexibleManiplex([ 56, 8 ], "(r0*r1)^3*r2*(r0*r1)^11*r2,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#14#224
ReflexibleManiplex([ 56, 4 ], "(r1*r0)^24*r1*r2*(r0*r1)^3*r0*r2,(r1*r0*r1*r2)^2")#56#224
ReflexibleManiplex([ 8, 28 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*(r1*r0*r2)^2*(r1*r2*r0)^2")#56#224
ReflexibleManiplex([ 8, 56 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^9")#28#224
ReflexibleManiplex([ 8, 56 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^11*r0")#14#224
ReflexibleManiplex([ 4, 56 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^17*r2*r0")#56#224
ReflexibleManiplex([ 14, 56 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^4*r0)^2")#8#224
ReflexibleManiplex([ 28, 56 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^4*(r1*r0)^9,((r1*r2)^4*r0)^2")#8#224
ReflexibleManiplex([ 28, 28 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,(r2*r0)^2")#4#224
ReflexibleManiplex([ 56, 28 ], "((r1*r0)^3*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^12")#8#224
ReflexibleManiplex([ 56, 14 ], "((r1*r0)^6*r1*r2)^2,((r1*r0)^3*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#8#224
ReflexibleManiplex([ 56, 56 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^26,(r2*r0)^2")#4#224
ReflexibleManiplex([ 38, 6 ], "r1*r0*r1*(r0*r1*r2)^2*(r0*r1)^9*r2*(r0*r1)^6*r0,(r1*r0*r1*r2)^2")#57#228
ReflexibleManiplex([ 57, 6 ], "(r0*r1)^8*r2*(r0*r1)^11*r2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#38#228
ReflexibleManiplex([ 6, 38 ], "(r1*r0*r1*r2)^2,(r1*r2)^7*(r0*r1*r2)^2*r0*(r1*r2)^10")#57#228
ReflexibleManiplex([ 6, 57 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^17*r0")#38#228
ReflexibleManiplex([ 57, 38 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^15,((r1*r2)^2*r0)^2")#6#228
ReflexibleManiplex([ 38, 57 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^15,((r1*r2)^3*r0)^2")#6#228
ReflexibleManiplex([ 60, 10 ], "(r0*r1)^4*r0*r2*r1*r0*r2*(r1*r0)^6*r1,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#12#240
ReflexibleManiplex([ 15, 20 ], "((r0*r1)^2*r2*r0*r1)^2,r1*r2*r0*(r1*r0*r1*r2)^3*r0,r1*r2*r1*r0*r1*r2*r1*(r2*r1*r0)^2*r2*r1*r2,(r2*r0)^2")#6#240
ReflexibleManiplex([ 10, 60 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^7")#12#240
ReflexibleManiplex([ 20, 15 ], "(r0*r1)^2*r2*(r1*r0)^2*(r1*r0*r2)^2*r1,(r2*r0)^2,(r2*r1*r0*r1)^2*r2*(r1*r2*r0)^2*r1")#6#240
ReflexibleManiplex([ 60, 12 ], "((r1*r0)^4*r1*r2*r0)^2,(r1*r2*(r1*r0)^5)^2,((r1*r2)^2*r0)^2")#10#240
ReflexibleManiplex([ 12, 60 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^5*r0)^2")#10#240
ReflexibleManiplex([ 30, 15 ], "r0*r1*r2*(r1*r0)^2*r2*r1*r0*(r1*r2)^2,(r2*r0)^2,(r2*r1*r0)^4,(r2*r1)^4*r2*(r1*r0*r1*r2*(r1*r0)^2)^2*(r1*r0)^2*r1")#4#240
ReflexibleManiplex([ 15, 30 ], "(r0*r1)^2*r2*r1*r2*r0*r1*r2*r1*r0*r1*r2,(r0*r1*r2)^4,(r2*r0)^2,r2*(r1*r2*(r1*r0)^2)^2*r1*r0*(r1*r2)^2*(r1*r0)^4*r1*r2*r1")#4#240
ReflexibleManiplex([ 30, 30 ], "r0*((r1*r2)^2*(r1*r2*r1*r0)^3*(r1*r2)^2)^2*(r1*r2)^2*(r1*r2*r1*r0)^2*(r1*r2)^2*r1*r0*r1,r1*(r2*r1*r0)^2*r1*r0*r2")#4#240
ReflexibleManiplex([ 60, 4 ], "((r1*r0)^5*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#30#240
ReflexibleManiplex([ 4, 60 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^19*r2*r0")#30#240
ReflexibleManiplex([ 30, 60 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#240
ReflexibleManiplex([ 60, 30 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^28")#4#240
ReflexibleManiplex([ 60, 6 ], "((r1*r0)^3*r1*r2*(r0*r1)^3*r0)^2*(r1*r0)^6,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#20#240
ReflexibleManiplex([ 60, 20 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r2*(r1*r0)^3*r1*r2*(r1*r0)^15,((r1*r2)^2*r0)^2")#6#240
ReflexibleManiplex([ 20, 60 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#240
ReflexibleManiplex([ 6, 60 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^15")#20#240
ReflexibleManiplex([ 30, 20 ], "r1*r0*r1*r2*(r1*r0)^7*r1*r2,((r1*r2)^2*r0)^2")#12#240
ReflexibleManiplex([ 12, 20 ], "(r1*r0*r1*r2)^2,(r2*r1)^5*r0*r2*(r1*r2*r0)^4*r1*r0")#30#240
ReflexibleManiplex([ 20, 30 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^6*(r1*r0)^4")#12#240
ReflexibleManiplex([ 20, 12 ], "r0*r1*r2*(r0*r1)^4*(r0*r1*r2)^5,(r1*r0*r1*r2)^2")#30#240
ReflexibleManiplex([ 30, 12 ], "(r1*r0)^8*r2*(r1*r0)^2*r2,((r1*r2)^2*r0)^2")#20#240
ReflexibleManiplex([ 12, 30 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^8*r0")#20#240
ReflexibleManiplex([ 10, 6 ], "(r1*r0*(r1*r2)^2)^2,(r2*r0)^2,(r2*r1)^2*r0*r2*(r1*r0)^4")#10#240
ReflexibleManiplex([ 6, 10 ], "((r0*r1)^2*r2*r1)^2,(r2*r1)^4*r0*r2*(r1*r0)^2")#10#240
ReflexibleManiplex([ 10, 10 ], "(r2*r0)^2,(r2*r1*r0*r1)^3,(r2*r1)^4*r0*r2*(r1*r0)^4")#6#240
ReflexibleManiplex([ 18, 14 ], "(r0*r1)^2*r0*(r1*r0*r2)^6*r1*r2,(r1*r0*r1*r2)^2")#63#252
ReflexibleManiplex([ 63, 14 ], "(r1*r0)^8*r2*r1*r0*r2,((r1*r2)^2*r0)^2")#18#252
ReflexibleManiplex([ 14, 18 ], "(r1*r0*r1*r2)^2,r2*(r1*r2*r0)^7*r1*r2*r1")#63#252
ReflexibleManiplex([ 14, 63 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^4")#18#252
ReflexibleManiplex([ 63, 18 ], "((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^7")#14#252
ReflexibleManiplex([ 18, 63 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^7*r1*r0*r1*r0")#14#252
ReflexibleManiplex([ 42, 21 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^17,((r1*r2)^3*r0)^2")#6#252
ReflexibleManiplex([ 6, 42 ], "(r1*r0*r1*r2)^2,(r1*r2)^9*(r0*r1*r2)^2*r0*(r1*r2)^10")#21#252
ReflexibleManiplex([ 42, 6 ], "(r1*r0*r1*r2)^2,r1*r2*r0*r1*r2*(r0*r1)^9*r0*r2*(r1*r0)^10")#21#252
ReflexibleManiplex([ 21, 42 ], "(r1*r0*r1*r2*r0*r1*r0)^2,(r1*r2)^5*((r1*r2*r1*r0)^2*r1*r0)^3*r1*r2,(r2*r1*r2*r0*r1)^2")#6#252
ReflexibleManiplex([ 16, 8 ], "(r1*r0*r1*r2)^4,r1*r2*(r0*r1)^3*r2*r0*r1*r0*r2*(r1*r0)^2*r1*r2*r0,r1*(r2*r1*r0)^2*(r2*r1)^2*r0*r1*r0,(r2*r0)^2")#16#256
ReflexibleManiplex([ 16, 8 ], "((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r0*r2)^4*(r1*r0)^4")#16#256
ReflexibleManiplex([ 16, 16 ], "((r1*r0)^3*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#8#256
ReflexibleManiplex([ 16, 16 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r2*(r1*r2*(r1*r0)^2)^2*r1*r2")#8#256
ReflexibleManiplex([ 16, 16 ], "(r1*r0*r1*r2)^2,(r1*r2*r0)^8")#8#256
ReflexibleManiplex([ 16, 16 ], "((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r0*r2*r1*r0*r1*r2*(r0*r1)^5*r0,(r1*r2)^2*r0*(r1*r2)^6*r0")#8#256
ReflexibleManiplex([ 32, 8 ], "r1*r0*r1*(r0*r1*r2)^2*(r0*r1*r2*(r0*r1)^4)^2*(r0*r1)^2*r0,(r1*r0*r1*r2)^2")#32#256
ReflexibleManiplex([ 32, 8 ], "((r1*r0)^3*r1*r2)^2,r1*r2*(r0*r1)^14*r2*r0*r1*r0,((r1*r2)^2*r0)^2")#32#256
ReflexibleManiplex([ 16, 16 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^4*r0)^2")#8#256
ReflexibleManiplex([ 16, 16 ], "(r1*r0)^4*(r1*r2*r1*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^4*r0)^2")#8#256
ReflexibleManiplex([ 8, 8 ], "r1*r0*r2*(r1*r0)^3*(r2*r1)^2*r2,(r1*r2*r1*r0*(r2*r1)^2*r0)^2")#8#256
ReflexibleManiplex([ 16, 16 ], "r1*r0*r2*(r1*r0)^3*(r2*r1)^2*r2,(r1*r2*(r1*r0)^2*r1*r2)^2,(r1*r2*r1*r0*(r2*r1)^2*r0)^2")#8#256
ReflexibleManiplex([ 16, 16 ], "r0*(r1*r2)^4*(r1*r0)^3*r1,r1*r2*(r1*r0*r1*r2*r1*r0)^2*r1*r2,(r2*r0*r1*r2*r1)^2*(r2*(r0*r1)^2)^2,(r2*r0)^2,r2*(r1*r2*r0)^3*r1*r0")#4#256
ReflexibleManiplex([ 16, 16 ], "(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^3*(r1*r0)^4*r1*r2,(r2*r0)^2")#8#256
ReflexibleManiplex([ 16, 16 ], "r1*r0*r1*(r0*r1*r2)^2*r1*r2*r1*r0*r2,(r1*r2*r0)^4,(r2*r0)^2")#4#256
ReflexibleManiplex([ 8, 16 ], "((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r2*r1*(r2*r1*r0)^2*r2*(r1*r2*r0)^2*(r1*r2)^2")#16#256
ReflexibleManiplex([ 8, 16 ], "(r1*r0*r1*r2*(r1*r0)^2)^2,(r1*r0*r1*r2)^4,r1*r2*(r0*r1)^2*(r2*r1)^2*r0*r1*r2*r0,r2*r1*(r2*r1*r0)^2*(r2*r1)^3*r0*r2*r1*r2*r0*r1")#16#256
ReflexibleManiplex([ 8, 8 ], "r0*(r2*r1)^2*r2*(r0*r1*r2*r1)^3,(r1*r0)^3*(r2*r1)^3*r0*r2")#8#256
ReflexibleManiplex([ 32, 32 ], "((r1*r0)^3*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^12,((r1*r2)^2*r0)^2")#8#256
ReflexibleManiplex([ 32, 32 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^4*(r1*r0)^11,((r1*r2)^4*r0)^2")#8#256
ReflexibleManiplex([ 32, 32 ], "r1*r0*r1*(r0*r1*r2)^2*r1*r2*r1*r0*r2,(r1*r2*r0)^4,(r1*r2)^2*r1*r0*(r1*r2)^4*r1*r0*r1*r2*(r1*r0)^6*r1*r2,(r2*r0)^2")#4#256
ReflexibleManiplex([ 32, 32 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,(r2*r0)^2")#4#256
ReflexibleManiplex([ 8, 32 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*(r1*r0*r2)^2*(r1*r2)^2*(r1*r2*r0)^2")#32#256
ReflexibleManiplex([ 8, 32 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^14*r0")#32#256
ReflexibleManiplex([ 64, 4 ], "(r1*r0)^26*r1*r2*(r0*r1)^5*r0*r2,(r1*r0*r1*r2)^2")#64#256
ReflexibleManiplex([ 64, 64 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^30,(r2*r0)^2")#4#256
ReflexibleManiplex([ 4, 64 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^21*r2*r0")#64#256
ReflexibleManiplex([ 26, 10 ], "(r1*r0)^8*(r1*r2*r0)^4*r1*r0*r2,(r1*r0*r1*r2)^2")#65#260
ReflexibleManiplex([ 65, 10 ], "((r1*r0)^4*r1*r2)^2,(r1*r0)^4*r2*(r1*r0)^9*r2,((r1*r2)^2*r0)^2")#26#260
ReflexibleManiplex([ 10, 26 ], "(r1*r0*r1*r2)^2,(r2*r0*r1)^3*r2*r0*(r1*r2)^9*r0*r1")#65#260
ReflexibleManiplex([ 10, 65 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^4*r0*(r1*r2)^9*r0")#26#260
ReflexibleManiplex([ 65, 26 ], "(r1*r0)^8*r1*r2*(r1*r0)^3*r1*r2,((r1*r0)^4*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#10#260
ReflexibleManiplex([ 26, 65 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^5*(r1*r0)^7,((r1*r2)^5*r0)^2")#10#260
ReflexibleManiplex([ 66, 6 ], "((r1*r0)^4*r1*r2*(r0*r1)^3*r0)^2*(r1*r0)^6,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#22#264
ReflexibleManiplex([ 6, 66 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^20*r0")#22#264
ReflexibleManiplex([ 66, 22 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^18,((r1*r2)^2*r0)^2")#6#264
ReflexibleManiplex([ 22, 66 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#264
ReflexibleManiplex([ 33, 33 ], "(r1*r0)^2*(r1*r2)^2*(r1*r2*(r1*r0)^7*r1*r2*(r1*r0)^2)^2*r1*r2*(r1*r0)^6,r2*r0*(r1*r2)^2*(r0*r1)^2")#4#264
ReflexibleManiplex([ 68, 34 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^32")#4#272
ReflexibleManiplex([ 68, 4 ], "((r1*r0)^7*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#34#272
ReflexibleManiplex([ 4, 68 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^23*r2*r0")#34#272
ReflexibleManiplex([ 34, 68 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#272
ReflexibleManiplex([ 46, 6 ], "(r1*r0*r1*r2)^2,r1*r2*r0*r1*r2*(r0*r1)^11*r0*r2*(r1*r0)^10")#69#276
ReflexibleManiplex([ 69, 6 ], "(r0*r1)^3*r2*(r0*r1)^19*r2*r0*r1,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#46#276
ReflexibleManiplex([ 6, 46 ], "(r1*r0*r1*r2)^2,(r1*r2)^11*(r0*r1*r2)^2*r0*(r1*r2)^10")#69#276
ReflexibleManiplex([ 6, 69 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^18")#46#276
ReflexibleManiplex([ 69, 46 ], "((r1*r0)^2*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^21")#6#276
ReflexibleManiplex([ 46, 69 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^19,((r1*r2)^3*r0)^2")#6#276
ReflexibleManiplex([ 70, 14 ], "((r1*r0)^4*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^8,((r1*r2)^2*r0)^2")#10#280
ReflexibleManiplex([ 70, 10 ], "(r0*r1)^4*r2*(r0*r1)^7*r0*r2*(r1*r0)^2*r1,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#14#280
ReflexibleManiplex([ 14, 70 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^5*r0)^2")#10#280
ReflexibleManiplex([ 10, 70 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^12*r0")#14#280
ReflexibleManiplex([ 36, 8 ], "(r1*r0*r1*r2)^2,(r1*r2*r0)^2*r1*r2*(r0*r1)^5*r0*r2*(r1*r0)^10")#72#288
ReflexibleManiplex([ 72, 8 ], "(r1*r0)^3*r1*((r0*r1)^5*r2)^2*(r0*r1)^4*r0,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#18#288
ReflexibleManiplex([ 72, 8 ], "(r0*r1)^15*r2*(r0*r1)^3*r2,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#36#288
ReflexibleManiplex([ 72, 4 ], "(r1*r0)^28*r1*r2*(r0*r1)^7*r0*r2,(r1*r0*r1*r2)^2")#72#288
ReflexibleManiplex([ 18, 8 ], "((r1*r0)^2*r1*r2)^2,r1*r2*(r0*r1)^5*(r2*r0*r1)^2*r0*r1*r2*r0,(r1*r2*r0*(r1*r2)^2*r0)^2")#36#288
ReflexibleManiplex([ 36, 8 ], "(r0*r1)^5*r2*r0*(r1*r0*r2)^2*r1*r0*r1,((r1*r0)^2*r1*r2)^2,(r1*r2*r0*(r1*r2)^2*r0)^2")#18#288
ReflexibleManiplex([ 36, 8 ], "(r0*r1)^3*r0*((r1*r0)^2*r2)^2*r1*r0*r1*r2,((r1*r0)^2*r1*r2)^2,(r1*r2*r0*(r1*r2)^2*r0)^2")#9#288
ReflexibleManiplex([ 8, 36 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*r2*r1*r0*(r2*r1)^5*r2*r0*r1*r2*r0")#72#288
ReflexibleManiplex([ 8, 72 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^13")#18#288
ReflexibleManiplex([ 8, 72 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^15*r0")#36#288
ReflexibleManiplex([ 4, 72 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^25*r2*r0")#72#288
ReflexibleManiplex([ 8, 18 ], "(r1*(r0*r1*r2)^2*r0)^2,(r1*r2*r1*r0*r1*r2)^2,r2*(r1*r2*(r1*r2*r0)^2)^2*(r1*r2)^2*r1")#36#288
ReflexibleManiplex([ 8, 36 ], "(r1*(r0*r1*r2)^2*r0)^2,(r1*r2*r1*r0*r1*r2)^2,(r1*r2)^4*(r1*r0*r2)^3*(r1*r2)^2")#18#288
ReflexibleManiplex([ 8, 36 ], "(r1*(r0*r1*r2)^2*r0)^2,(r1*r2*r1*r0*r1*r2)^2,(r1*r2)^4*r1*r0*r2*((r1*r2)^2*r0)^2")#9#288
ReflexibleManiplex([ 18, 72 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^4*r0)^2")#8#288
ReflexibleManiplex([ 36, 72 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^4*(r1*r0)^13,((r1*r2)^4*r0)^2")#8#288
ReflexibleManiplex([ 36, 36 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,(r2*r0)^2")#4#288
ReflexibleManiplex([ 72, 18 ], "((r1*r0)^3*r1*r2*r0)^2,r1*r2*(r1*r0)^4*r1*r2*(r1*r0)^12,((r1*r2)^2*r0)^2")#8#288
ReflexibleManiplex([ 72, 36 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*r1*r2*(r1*r0)^2*r1*r2*(r1*r0)^12,((r1*r2)^2*r0)^2")#8#288
ReflexibleManiplex([ 72, 72 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^34,(r2*r0)^2")#4#288
ReflexibleManiplex([ 18, 18 ], "((r1*r0)^2*r1*r2*r0)^2,(r1*r2*r0)^4,(r2*r0)^2")#4#288
ReflexibleManiplex([ 9, 36 ], "((r1*r0)^2*r1*r2*r0)^2,((r1*r2)^3*r0)^2,(r2*r0)^2")#8#288
ReflexibleManiplex([ 18, 36 ], "((r1*r0)^2*r1*r2*r0)^2,(r1*r2*r1*r0*r1*r2)^2*(r1*r0)^3,((r1*r2)^3*r0)^2,(r2*r0)^2")#8#288
ReflexibleManiplex([ 36, 18 ], "((r1*r0)^2*r1*r2*r0)^2,((r1*r2)^3*r0)^2,(r1*r2)^3*(r1*r0)^6,(r2*r0)^2")#8#288
